pdb_name,processed_path,quaternary_category,num_chains,seq_len,modeled_seq_len,coil_percent,helix_percent,strand_percent,radius_gyration,modeled_indep_seq_len,moduled_num_res,seq_hash,seq_hash_indep,structure_method,mean_plddt_all_atom,num_backbone_interactions,chain_clashes,mean_plddt_modeled_bb,num_chains_clashing,num_backbone_res_interacting,chain_interactions
length_377_id_18,./train_set/processed_synthetic/length_377_id_18.pkl,homomer,1,377,377,0.1538461538461538,0.8461538461538461,0.0,2.327927106225558,377,377,6e2ecf37685fcf6ece3bf26f34dc585a,6e2ecf37685fcf6ece3bf26f34dc585a,AFDB,16.165120080292493,0,,,0,0,
length_248_id_11,./train_set/processed_synthetic/length_248_id_11.pkl,homomer,1,248,248,0.1693548387096774,0.8306451612903226,0.0,1.7198883490958858,248,248,114593201db651f2b7789661f1b1c636,114593201db651f2b7789661f1b1c636,AFDB,17.795929598953794,0,,,0,0,
length_207_id_12,./train_set/processed_synthetic/length_207_id_12.pkl,homomer,1,207,207,0.1207729468599033,0.8792270531400966,0.0,1.786362442580872,207,207,9eaf3b4f9159d20105a94ea858549cc3,9eaf3b4f9159d20105a94ea858549cc3,AFDB,16.569023371197286,0,,,0,0,
length_271_id_15,./train_set/processed_synthetic/length_271_id_15.pkl,homomer,1,271,271,0.2361623616236162,0.5350553505535055,0.2287822878228782,1.9249749906628468,271,271,d1f069e60e15887f44d9032d94fe5369,d1f069e60e15887f44d9032d94fe5369,AFDB,15.454644459958113,0,,,0,0,
length_259_id_12,./train_set/processed_synthetic/length_259_id_12.pkl,homomer,1,259,259,0.2316602316602316,0.4671814671814672,0.3011583011583011,1.7544609582497823,259,259,27865f158132fd050bf53d506eb2ae1b,27865f158132fd050bf53d506eb2ae1b,AFDB,16.445068350203485,0,,,0,0,
length_216_id_11,./train_set/processed_synthetic/length_216_id_11.pkl,homomer,1,216,216,0.3194444444444444,0.4259259259259259,0.2546296296296296,1.666329415479159,216,216,16f318d04876ebcf069f75aab40aeb77,16f318d04876ebcf069f75aab40aeb77,AFDB,14.800857107107108,0,,,0,0,
length_329_id_18,./train_set/processed_synthetic/length_329_id_18.pkl,homomer,1,329,329,0.2583586626139817,0.5775075987841946,0.1641337386018237,2.23561097972739,329,329,6ff5458e13f6584a1910644b352c35b5,6ff5458e13f6584a1910644b352c35b5,AFDB,15.16123469974534,0,,,0,0,
length_260_id_16,./train_set/processed_synthetic/length_260_id_16.pkl,homomer,1,260,260,0.1807692307692307,0.8192307692307692,0.0,1.7660610213801742,260,260,edddb9d21b1f2e659c2572d78a6a542b,edddb9d21b1f2e659c2572d78a6a542b,AFDB,15.842426195426194,0,,,0,0,
length_141_id_5,./train_set/processed_synthetic/length_141_id_5.pkl,homomer,1,141,141,0.1276595744680851,0.8723404255319149,0.0,1.4713533728797448,141,141,787ad4fd759c2158bfe5ad7485aade9f,787ad4fd759c2158bfe5ad7485aade9f,AFDB,16.012888633314162,0,,,0,0,
length_107_id_4,./train_set/processed_synthetic/length_107_id_4.pkl,homomer,1,107,107,0.1121495327102803,0.8878504672897196,0.0,1.4327361349587815,107,107,8060b9483c72b86623712ed73ade8500,8060b9483c72b86623712ed73ade8500,AFDB,19.7139100783026,0,,,0,0,
length_297_id_0,./train_set/processed_synthetic/length_297_id_0.pkl,homomer,1,297,297,0.1515151515151515,0.8484848484848485,0.0,2.0571121054627883,297,297,3efd9320eceae89daa748db83317fd84,3efd9320eceae89daa748db83317fd84,AFDB,18.127166257166255,0,,,0,0,
length_263_id_24,./train_set/processed_synthetic/length_263_id_24.pkl,homomer,1,263,263,0.2889733840304182,0.4600760456273764,0.2509505703422053,1.7439628878903883,263,263,10c58aeac4d1a511fd46e35105c2154a,10c58aeac4d1a511fd46e35105c2154a,AFDB,15.473727263385058,0,,,0,0,
length_83_id_1,./train_set/processed_synthetic/length_83_id_1.pkl,homomer,1,83,83,0.2409638554216867,0.3493975903614458,0.4096385542168674,1.1905953403771865,83,83,f41da157ed787c8077f6ce821565266a,f41da157ed787c8077f6ce821565266a,AFDB,18.79608270921524,0,,,0,0,
length_286_id_6,./train_set/processed_synthetic/length_286_id_6.pkl,homomer,1,286,286,0.1083916083916083,0.8916083916083916,0.0,1.8817019120460288,286,286,b50c356245744e9d520e5dcf93f3911a,b50c356245744e9d520e5dcf93f3911a,AFDB,17.87331128331128,0,,,0,0,
length_333_id_13,./train_set/processed_synthetic/length_333_id_13.pkl,homomer,1,333,333,0.1681681681681681,0.8138138138138138,0.018018018018018,2.352154209003451,333,333,b372dafaa018976ddd3b50d3248508bc,b372dafaa018976ddd3b50d3248508bc,AFDB,17.276008440873305,0,,,0,0,
length_243_id_19,./train_set/processed_synthetic/length_243_id_19.pkl,homomer,1,243,243,0.3374485596707819,0.4814814814814814,0.1810699588477366,1.7431850657111363,243,243,e57ec962f979b66f7ccee38697571bec,e57ec962f979b66f7ccee38697571bec,AFDB,17.533400066733403,0,,,0,0,
length_116_id_2,./train_set/processed_synthetic/length_116_id_2.pkl,homomer,1,116,116,0.3448275862068966,0.0,0.6551724137931034,1.432567998168364,116,116,828a9162987d7f73bc69b4d49b3698e0,828a9162987d7f73bc69b4d49b3698e0,AFDB,13.807688723205965,0,,,0,0,
length_150_id_3,./train_set/processed_synthetic/length_150_id_3.pkl,homomer,1,150,150,0.1066666666666666,0.8933333333333333,0.0,1.643458094921367,150,150,9986a833e32b9d764fa7ad20dbceab90,9986a833e32b9d764fa7ad20dbceab90,AFDB,16.214704504504503,0,,,0,0,
length_345_id_14,./train_set/processed_synthetic/length_345_id_14.pkl,homomer,1,345,345,0.2231884057971014,0.5826086956521739,0.1942028985507246,1.9242550364534143,345,345,3a96458d5913c8e699438553846a3f08,3a96458d5913c8e699438553846a3f08,AFDB,14.733516647081867,0,,,0,0,
length_295_id_21,./train_set/processed_synthetic/length_295_id_21.pkl,homomer,1,295,295,0.2610169491525423,0.5389830508474577,0.2,1.851410902780126,295,295,113a1f691ec1b29054161ccfdc6ce8a3,113a1f691ec1b29054161ccfdc6ce8a3,AFDB,13.323128721942282,0,,,0,0,
length_330_id_21,./train_set/processed_synthetic/length_330_id_21.pkl,homomer,1,330,330,0.1939393939393939,0.5909090909090909,0.2151515151515151,2.21775859118652,330,330,9e66a596c83a6e198d5fe3d297a1cbb4,9e66a596c83a6e198d5fe3d297a1cbb4,AFDB,16.305271089271088,0,,,0,0,
length_69_id_23,./train_set/processed_synthetic/length_69_id_23.pkl,homomer,1,69,69,0.1739130434782608,0.8260869565217391,0.0,1.2513447405023383,69,69,401b9be00deec4e31d49c7807e256706,401b9be00deec4e31d49c7807e256706,AFDB,18.672855464159813,0,,,0,0,
length_228_id_8,./train_set/processed_synthetic/length_228_id_8.pkl,homomer,1,228,228,0.2105263157894736,0.7894736842105263,0.0,2.067087690249904,228,228,462d8bdcfd32a14870e68da8802aa167,462d8bdcfd32a14870e68da8802aa167,AFDB,18.33912754860123,0,,,0,0,
length_140_id_13,./train_set/processed_synthetic/length_140_id_13.pkl,homomer,1,140,140,0.3,0.3428571428571428,0.3571428571428571,1.5286397927244155,140,140,7108854d11a980080f93f6a5037a2466,7108854d11a980080f93f6a5037a2466,AFDB,16.921832046332046,0,,,0,0,
length_163_id_9,./train_set/processed_synthetic/length_163_id_9.pkl,homomer,1,163,163,0.294478527607362,0.5460122699386503,0.1595092024539877,1.6826358985289596,163,163,55fec0d52a22f1448a5e5f2ecc47d815,55fec0d52a22f1448a5e5f2ecc47d815,AFDB,15.27651799038302,0,,,0,0,
length_125_id_8,./train_set/processed_synthetic/length_125_id_8.pkl,homomer,1,125,125,0.12,0.88,0.0,1.3808140593785276,125,125,1f3a83fcf03553052775d462aaee282c,1f3a83fcf03553052775d462aaee282c,AFDB,18.387115675675677,0,,,0,0,
length_136_id_14,./train_set/processed_synthetic/length_136_id_14.pkl,homomer,1,136,136,0.3308823529411764,0.4632352941176471,0.2058823529411764,1.4136523786561572,136,136,8aa1037ef31df1c50a8e9d75e14cd6fc,8aa1037ef31df1c50a8e9d75e14cd6fc,AFDB,14.944169316375199,0,,,0,0,
length_179_id_17,./train_set/processed_synthetic/length_179_id_17.pkl,homomer,1,179,179,0.1452513966480447,0.8547486033519553,0.0,1.6515524268228503,179,179,d7aa4f2112c757db146653a42c96a905,d7aa4f2112c757db146653a42c96a905,AFDB,15.938165483919674,0,,,0,0,
length_143_id_21,./train_set/processed_synthetic/length_143_id_21.pkl,homomer,1,143,143,0.1538461538461538,0.8461538461538461,0.0,1.9765794273717423,143,143,bf2cafaddba1907572e3ec10327f44f9,bf2cafaddba1907572e3ec10327f44f9,AFDB,18.636769986769984,0,,,0,0,
length_195_id_19,./train_set/processed_synthetic/length_195_id_19.pkl,homomer,1,195,195,0.282051282051282,0.3230769230769231,0.3948717948717948,1.626742637156934,195,195,8a06698b5bb42d9f610f9fdd28d4e06c,8a06698b5bb42d9f610f9fdd28d4e06c,AFDB,16.540571032571034,0,,,0,0,
length_114_id_12,./train_set/processed_synthetic/length_114_id_12.pkl,homomer,1,114,114,0.1403508771929824,0.8596491228070176,0.0,1.3635571733131888,114,114,ad74ebb6eec0784125cc5a80415cdaeb,ad74ebb6eec0784125cc5a80415cdaeb,AFDB,18.05273826458037,0,,,0,0,
length_162_id_15,./train_set/processed_synthetic/length_162_id_15.pkl,homomer,1,162,162,0.4629629629629629,0.0493827160493827,0.4876543209876543,1.5957650174482776,162,162,b71028779d0640ebd64093c26025108e,b71028779d0640ebd64093c26025108e,AFDB,12.204137470804138,0,,,0,0,
length_162_id_6,./train_set/processed_synthetic/length_162_id_6.pkl,homomer,1,162,162,0.2716049382716049,0.4753086419753086,0.2530864197530864,1.5204859839907818,162,162,a82b7209cd24d58cf767a5665c813679,a82b7209cd24d58cf767a5665c813679,AFDB,16.797575909242575,0,,,0,0,
length_117_id_20,./train_set/processed_synthetic/length_117_id_20.pkl,homomer,1,117,117,0.2222222222222222,0.6324786324786325,0.1452991452991453,1.311198663696596,117,117,eb8993e90f33b8e42dad2633a5e5544e,eb8993e90f33b8e42dad2633a5e5544e,AFDB,16.974841764841763,0,,,0,0,
length_158_id_23,./train_set/processed_synthetic/length_158_id_23.pkl,homomer,1,158,158,0.2974683544303797,0.0632911392405063,0.6392405063291139,1.6937625087696435,158,158,91d6677c0de675e6a6bb96a8fe28d20a,91d6677c0de675e6a6bb96a8fe28d20a,AFDB,16.292918234690386,0,,,0,0,
length_173_id_0,./train_set/processed_synthetic/length_173_id_0.pkl,homomer,1,173,173,0.4739884393063583,0.0173410404624277,0.5086705202312138,1.598510977637137,173,173,a467c999597b83e2896d0e71d65d85a7,a467c999597b83e2896d0e71d65d85a7,AFDB,11.986667708170598,0,,,0,0,
length_229_id_7,./train_set/processed_synthetic/length_229_id_7.pkl,homomer,1,229,229,0.2358078602620087,0.4847161572052402,0.2794759825327511,1.7637154197356586,229,229,7e2176dd23bcfa5ecfc155debdd15857,7e2176dd23bcfa5ecfc155debdd15857,AFDB,16.74943703528856,0,,,0,0,
length_135_id_1,./train_set/processed_synthetic/length_135_id_1.pkl,homomer,1,135,135,0.0888888888888888,0.9111111111111112,0.0,1.4940079856455009,135,135,3f288a7072dc352dd165a4c93e62c602,3f288a7072dc352dd165a4c93e62c602,AFDB,16.828500500500496,0,,,0,0,
length_197_id_22,./train_set/processed_synthetic/length_197_id_22.pkl,homomer,1,197,197,0.2030456852791878,0.2436548223350254,0.5532994923857868,1.7758125671384273,197,197,86ba9f122e71e9a46a742467a11031dd,86ba9f122e71e9a46a742467a11031dd,AFDB,16.033130744958157,0,,,0,0,
length_352_id_9,./train_set/processed_synthetic/length_352_id_9.pkl,homomer,1,352,352,0.125,0.875,0.0,2.3956231657901084,352,352,8aea8127635e9d41e00859b9e7b68d0a,8aea8127635e9d41e00859b9e7b68d0a,AFDB,17.01436808968059,0,,,0,0,
length_194_id_10,./train_set/processed_synthetic/length_194_id_10.pkl,homomer,1,194,194,0.2061855670103092,0.6082474226804123,0.1855670103092783,1.685646275022617,194,194,20af087034da55bfb37689670203a7f5,20af087034da55bfb37689670203a7f5,AFDB,16.427038172192812,0,,,0,0,
length_314_id_8,./train_set/processed_synthetic/length_314_id_8.pkl,homomer,1,314,314,0.1369426751592356,0.8630573248407644,0.0,1.976571415635458,314,314,991c840668ecb80c079f7f40d62655c2,991c840668ecb80c079f7f40d62655c2,AFDB,15.744802892064039,0,,,0,0,
length_328_id_11,./train_set/processed_synthetic/length_328_id_11.pkl,homomer,1,328,328,0.1067073170731707,0.8932926829268293,0.0,2.135210048377704,328,328,bb1d494a6873c13eb90e3a22e2052f95,bb1d494a6873c13eb90e3a22e2052f95,AFDB,17.702170402109424,0,,,0,0,
length_217_id_18,./train_set/processed_synthetic/length_217_id_18.pkl,homomer,1,217,217,0.1981566820276497,0.8018433179723502,0.0,1.878143066046556,217,217,2d3d6d6a8cbbb6a8dd410fad51ae612b,2d3d6d6a8cbbb6a8dd410fad51ae612b,AFDB,17.22230290198032,0,,,0,0,
length_370_id_5,./train_set/processed_synthetic/length_370_id_5.pkl,homomer,1,370,370,0.2162162162162162,0.5243243243243243,0.2594594594594595,2.0919634872803403,370,370,cea5244c1d8ab9a2ab59591ff9a23762,cea5244c1d8ab9a2ab59591ff9a23762,AFDB,16.80565887509131,0,,,0,0,
length_71_id_13,./train_set/processed_synthetic/length_71_id_13.pkl,homomer,1,71,71,0.2253521126760563,0.2535211267605634,0.5211267605633803,1.2400878376745406,71,71,ecd9ee28f89497e4b1de3a2e4cfb8af3,ecd9ee28f89497e4b1de3a2e4cfb8af3,AFDB,17.090190331176245,0,,,0,0,
length_336_id_4,./train_set/processed_synthetic/length_336_id_4.pkl,homomer,1,336,336,0.2142857142857142,0.7857142857142857,0.0,1.897158296154944,336,336,dd984402ea287acdfe3802d36b56d825,dd984402ea287acdfe3802d36b56d825,AFDB,16.388956724581725,0,,,0,0,
length_72_id_21,./train_set/processed_synthetic/length_72_id_21.pkl,homomer,1,72,72,0.4027777777777778,0.0416666666666666,0.5555555555555556,1.2380960212073042,72,72,8c7dd9a6e3835f132d57dcf287aad305,8c7dd9a6e3835f132d57dcf287aad305,AFDB,15.554500750750751,0,,,0,0,
length_364_id_20,./train_set/processed_synthetic/length_364_id_20.pkl,homomer,1,364,364,0.1648351648351648,0.6703296703296703,0.1648351648351648,2.2877159981064104,364,364,fb88f1b636b4a51e7f20e68ba22d36ba,fb88f1b636b4a51e7f20e68ba22d36ba,AFDB,17.04686738936739,0,,,0,0,
length_93_id_8,./train_set/processed_synthetic/length_93_id_8.pkl,homomer,1,93,93,0.2043010752688172,0.7956989247311828,0.0,1.2586264595567929,93,93,032b826e3820732071aa987805cb7bc5,032b826e3820732071aa987805cb7bc5,AFDB,17.75570183086312,0,,,0,0,
length_84_id_24,./train_set/processed_synthetic/length_84_id_24.pkl,homomer,1,84,84,0.2976190476190476,0.3095238095238095,0.3928571428571428,1.2590213758704372,84,84,8dbca987db1ec26a843f118ebb129e1c,8dbca987db1ec26a843f118ebb129e1c,AFDB,16.964070141570144,0,,,0,0,
length_242_id_10,./train_set/processed_synthetic/length_242_id_10.pkl,homomer,1,242,242,0.1115702479338843,0.8884297520661157,0.0,1.815331458049616,242,242,150f30b90da4b6feb87bd8072fa46d2f,150f30b90da4b6feb87bd8072fa46d2f,AFDB,18.686489836944382,0,,,0,0,
length_234_id_17,./train_set/processed_synthetic/length_234_id_17.pkl,homomer,1,234,234,0.1495726495726495,0.8504273504273504,0.0,1.7448147246151413,234,234,b7cc2a286f0d4416068dec1b855e6f3c,b7cc2a286f0d4416068dec1b855e6f3c,AFDB,17.960160545160544,0,,,0,0,
length_87_id_16,./train_set/processed_synthetic/length_87_id_16.pkl,homomer,1,87,87,0.3333333333333333,0.0,0.6666666666666666,1.3833127222086326,87,87,84d1aa9b536a775e95237e72d0877324,84d1aa9b536a775e95237e72d0877324,AFDB,14.474874184529355,0,,,0,0,
length_327_id_2,./train_set/processed_synthetic/length_327_id_2.pkl,homomer,1,327,327,0.0978593272171253,0.9021406727828746,0.0,2.234915549447559,327,327,69dfdddd007993f33dda9e6dd33c19c2,69dfdddd007993f33dda9e6dd33c19c2,AFDB,16.566710471939828,0,,,0,0,
length_96_id_15,./train_set/processed_synthetic/length_96_id_15.pkl,homomer,1,96,96,0.2708333333333333,0.5104166666666666,0.21875,1.2993925206652075,96,96,3290b8c27e7d9345ecafa413560d8008,3290b8c27e7d9345ecafa413560d8008,AFDB,15.155689752252252,0,,,0,0,
length_380_id_14,./train_set/processed_synthetic/length_380_id_14.pkl,homomer,1,380,380,0.0921052631578947,0.9078947368421052,0.0,2.038037479820374,380,380,54be393c9e88da89a209f3145081cd35,54be393c9e88da89a209f3145081cd35,AFDB,16.349503556187766,0,,,0,0,
length_250_id_21,./train_set/processed_synthetic/length_250_id_21.pkl,homomer,1,250,250,0.256,0.532,0.212,1.9048341985928885,250,250,0a4821446ea6a486b8f86dfad5509808,0a4821446ea6a486b8f86dfad5509808,AFDB,16.362089729729732,0,,,0,0,
length_65_id_1,./train_set/processed_synthetic/length_65_id_1.pkl,homomer,1,65,65,0.2461538461538461,0.7538461538461538,0.0,1.1175900315732104,65,65,a8c38fbd8c91033ef71c0e75f9f620b0,a8c38fbd8c91033ef71c0e75f9f620b0,AFDB,17.31720166320166,0,,,0,0,
length_271_id_0,./train_set/processed_synthetic/length_271_id_0.pkl,homomer,1,271,271,0.2878228782287823,0.5239852398523985,0.1881918819188192,1.77433144528375,271,271,48dcb0c3e4264b291a898e32cbdc4a23,48dcb0c3e4264b291a898e32cbdc4a23,AFDB,13.677228483095643,0,,,0,0,
length_237_id_1,./train_set/processed_synthetic/length_237_id_1.pkl,homomer,1,237,237,0.1392405063291139,0.8607594936708861,0.0,1.7605652189318128,237,237,66601301503e2d29583f57955e216e14,66601301503e2d29583f57955e216e14,AFDB,16.653547724940132,0,,,0,0,
length_286_id_19,./train_set/processed_synthetic/length_286_id_19.pkl,homomer,1,286,286,0.2587412587412587,0.6013986013986014,0.1398601398601398,2.00636083947241,286,286,6c98653b121e4fdc15c44969212d8c0d,6c98653b121e4fdc15c44969212d8c0d,AFDB,15.900462105462106,0,,,0,0,
length_323_id_19,./train_set/processed_synthetic/length_323_id_19.pkl,homomer,1,323,323,0.2879256965944272,0.544891640866873,0.1671826625386996,1.8590321792923288,323,323,3c23ed9773bdf79d8bdcdc9ce03fb76f,3c23ed9773bdf79d8bdcdc9ce03fb76f,AFDB,15.004854823864113,0,,,0,0,
length_225_id_14,./train_set/processed_synthetic/length_225_id_14.pkl,homomer,1,225,225,0.2933333333333333,0.4,0.3066666666666666,1.68270790864276,225,225,534b597d839941773fdad57b7010eb24,534b597d839941773fdad57b7010eb24,AFDB,14.179114714714716,0,,,0,0,
length_375_id_23,./train_set/processed_synthetic/length_375_id_23.pkl,homomer,1,375,375,0.2773333333333333,0.552,0.1706666666666666,1.942171395335554,375,375,4bbb8fa81458ecc8558be81c20da140d,4bbb8fa81458ecc8558be81c20da140d,AFDB,15.92155099099099,0,,,0,0,
length_63_id_22,./train_set/processed_synthetic/length_63_id_22.pkl,homomer,1,63,63,0.1269841269841269,0.873015873015873,0.0,1.2021486058061288,63,63,0cd938ea9446c19670b0618140977f3d,0cd938ea9446c19670b0618140977f3d,AFDB,19.9528743028743,0,,,0,0,
length_303_id_24,./train_set/processed_synthetic/length_303_id_24.pkl,homomer,1,303,303,0.1683168316831683,0.6534653465346535,0.1782178217821782,2.063878508097382,303,303,ca01a10381ecf40dd199f4f779baf78f,ca01a10381ecf40dd199f4f779baf78f,AFDB,17.305431272857014,0,,,0,0,
length_226_id_7,./train_set/processed_synthetic/length_226_id_7.pkl,homomer,1,226,226,0.1902654867256637,0.6460176991150443,0.163716814159292,1.7446748895015716,226,226,e0a8f4aca8cf6d0858fc8e3d6960688b,e0a8f4aca8cf6d0858fc8e3d6960688b,AFDB,16.17861994738101,0,,,0,0,
length_60_id_10,./train_set/processed_synthetic/length_60_id_10.pkl,homomer,1,60,60,0.3166666666666666,0.6833333333333333,0.0,1.037514126689118,60,60,91fdab1088f042b4c422d4a99e7e1f8e,91fdab1088f042b4c422d4a99e7e1f8e,AFDB,16.043563063063065,0,,,0,0,
